0;-0,00069;KP
1;-0,49477;
2;0,36443;
3;0,63295;
4;0,83909;
5;0,03806;
6;-0,89792;
7;0,19410;
8;-0,06080;
9;-0,32325;
10;0,47998;
11;0,50690;
12;-2,07718;
13;-0,57226;
14;1,47720;
15;0,24555;
16;0,04088;Theta
17;-0,02676;
18;0,01363;
19;-0,01479;
20;-0,00141;Sigma
21;-0,00373;
22;-0,00771;
23;0,01597;
24;0,18530;lambda_nom
25;0,25539;lambda_real
26;0,00088;sigma_error
